Username,Tweet,Cleaned_Tweet,Date,Time,Mentions,Hashtags,Likes,Retweets,Comments,Replies,Views,Sentiment
"Salim Javid baba
@SalimJavid099
·
Jan 21",Congrats on earning your Achiever in Hash Table on Naukri Code 360!  Showcase your hard-earned skills and knowledge with your network by sharing this badge. Keep learning and level up your career! #SkillBadge #Naukri Code 360,congrats earning achiever hash table naukri code 360 showcase hardearned skills knowledge network sharing badge keep learning level career skillbadge naukri code 360,2025-01-21,13:54:37,,"Naukri, SkillBadge",0,0,0,0,1,0.0
"Amey Sankhala
@AmeySankhala
·
Jan 21","#NAUKRI

Shared at 4000
All targets hit.
128% ROI.
Topped out from the PRZ
Would avoid the script for atleast a year to see how price builds and goes in accumulation.

#stockmarketindia #stocks #nifty50 #banknifty #trading #Investing",naukri shared 4000 targets hit 128 roi topped prz would avoid script atleast year see price builds goes accumulation stockmarketindia stocks nifty50 banknifty trading investing,2025-01-21,11:50:15,,"nifty50, stockmarketindia, NAUKRI, trading, banknifty, Investing, stocks",0,0,0,0,1,0.0
"HADC INDICATOR
@beingakash26_
·
Jan 21","#NAUKRI BOOM BOOM

SHORTED AT 7632.10
LOW MADE SO FAR 7425
LOT SIZE 75

#HADC #INDICATOR

#nifty50 #banknifty #mcx #trading #OptionsTrading",naukri boom boom shorted 763210 low made far 7425 lot size hadc indicator nifty50 banknifty mcx trading optionstrading,2025-01-21,10:37:31,,"nifty50, NAUKRI, trading, banknifty, INDICATOR, mcx, HADC, OptionsTrading",0,0,0,0,1,0.05
"Hitesh Desai
@desaihiteshk06
·
Jan 21","High Volume Sell Side, 
#3MINDIA   #APLLTD   #ALKYLAMINE   #ANANDRATHI   #CHOLAFIN   #CUB   #CROMPTON   #DIXON   #LALPATHLAB   #GVTD   #GODREJAGRO   #HINDZINC   #NAUKRI   #JUBLINGREA   #KAJARIACER 
#Nifty   #StockMarketIndia #HighVolumeStock #Sell",high volume sell side 3mindia aplltd alkylamine anandrathi cholafin cub crompton dixon lalpathlab gvtd godrejagro hindzinc naukri jublingrea kajariacer nifty stockmarketindia highvolumestock sell,2025-01-21,09:34:54,,"ANANDRATHI, 3MINDIA, GODREJAGRO, HighVolumeStock, DIXON, CHOLAFIN, StockMarketIndia, HINDZINC, LALPATHLAB, KAJARIACER, NAUKRI, CUB, APLLTD, CROMPTON, ALKYLAMINE, GVTD, Sell, JUBLINGREA, Nifty",0,0,0,0,1,0.16
"InvestIn10
@invest_in_10
·
Jan 21","Rebalance SAMRIDDHI: 22 Jan'25

https://investin10.in/samriddhi/

Exit: #ICICIBANK, #PAGEIND, #NAUKRI
Enter: 1x #GOLDBEES, 2x #LIQUIDCASE

Rebalance applied through Starfolio Stock basket too.",rebalance samriddhi jan25 exit icicibank pageind naukri enter goldbees liquidcase rebalance applied starfolio stock basket,2025-01-21,08:13:54,,"PAGEIND, GOLDBEES, ICICIBANK, NAUKRI, LIQUIDCASE",0,0,0,0,2,0.0
"Hitesh Desai
@desaihiteshk06
·
Jan 21","Stocks Monthly Change More Than -10%,
#ATGL #APOLLOTYRE #BHARTIHEXA #COFORGE   #CUMMINSIND #DIXON #GODREJPROP #NAUKRI   #INDIGO #JSWENERGY #KALYANKJIL #LODHA #MRF   #OBEROIRLTY #PAYTM #OFSS #POLICYBZR #VBL #PRESTIGE #SHRIRAMFIN   #SUPREMEIND #VOLTAS  
#Nifty   #StockMarketIndia",stocks monthly change atgl apollotyre bhartihexa coforge cumminsind dixon godrejprop naukri indigo jswenergy kalyankjil lodha mrf oberoirlty paytm ofss policybzr vbl prestige shriramfin supremeind voltas nifty stockmarketindia,2025-01-21,06:50:48,,"MRF, PAYTM, DIXON, StockMarketIndia, JSWENERGY, VOLTAS, OBEROIRLTY, NAUKRI, ATGL, KALYANKJIL, LODHA, COFORGE, CUMMINSIND, POLICYBZR, BHARTIHEXA, APOLLOTYRE, INDIGO, SHRIRAMFIN, SUPREMEIND, GODREJPROP, VBL, Nifty, OFSS, PRESTIGE",0,0,0,0,1,0.5
"Hitesh Desai
@desaihiteshk06
·
Jan 21","High Volume Sell Side, 
#DIXON   #NAUKRI   #MCX   #ZOMATO 
#Nifty   #StockMarketIndia #HighVolumeStock #Sell",high volume sell side dixon naukri mcx zomato nifty stockmarketindia highvolumestock sell,2025-01-21,05:30:32,,"DIXON, MCX, NAUKRI, ZOMATO, Sell, StockMarketIndia, Nifty, HighVolumeStock",0,0,0,0,1,0.16
"Hitesh Desai
@desaihiteshk06
·
Jan 21","#GMRAIRPORT   #GODREJPROP   #HDFCLIFE   #HUDCO   #IDEA   #IRFC   #IREDA   #INDUSTOWER   #NAUKRI   #INDIGO   #IRB   #JSWINFRA   #KALYANKJIL   #LICI   #LODHA   #MM   #MARUTI   #MOTHERSON   #NHPC   #OBEROIRLTY   #PAYTM 
#Nifty   #StockMarketIndia",gmrairport godrejprop hdfclife hudco idea irfc ireda industower naukri indigo irb jswinfra kalyankjil lici lodha maruti motherson nhpc oberoirlty paytm nifty stockmarketindia,2025-01-21,05:09:09,,"GMRAIRPORT, MARUTI, NHPC, HUDCO, IRFC, PAYTM, MM, IRB, IDEA, INDUSTOWER, StockMarketIndia, MOTHERSON, JSWINFRA, OBEROIRLTY, NAUKRI, KALYANKJIL, HDFCLIFE, LODHA, INDIGO, IREDA, GODREJPROP, Nifty, LICI",0,0,0,0,1,0.0
"Aryan Barde
@aryan62505
·
Jan 21","I just hit a 10-day coding streak on Naukri Code 360!  Join me in challenging yourself to learn, grow, and transform your skills. Let's code and conquer together! #CodingStreak #10daysofcode #Naukri Code 360",hit 10day coding streak naukri code 360 join challenging learn grow transform skills lets code conquer together codingstreak 10daysofcode naukri code 360,2025-01-20,21:12:03,,"10daysofcode, Naukri, CodingStreak",0,0,0,0,1,0.625
"Trade With Sam
@TraderSamInd
·
Jan 20","Days performance , #NIFTY , #BANKNIFTY, #NAUKRI, #TATACOMM",days performance nifty banknifty naukri tatacomm,2025-01-20,11:25:02,,"NIFTY, TATACOMM, NAUKRI, BANKNIFTY",0,0,0,0,142,0.0
"Har Din Job Mela
@Hardinjobmela
·
Jan 20","Party baad mein, pehle financial stability. Who agrees that weekends are best for rozgar ki planning?

Download our app now!
https://url.2coms.com/5v

#hdjm #hardinjobmela #jobs #career #jobseeker #naukri #gharbaithejob",party baad mein pehle financial stability agrees weekends best rozgar planning download app hdjm hardinjobmela jobs career jobseeker naukri gharbaithejob,2025-01-20,11:17:10,,"naukri, hdjm, career, jobs, hardinjobmela, jobseeker, gharbaithejob",0,0,0,0,54,0.5
"HADC INDICATOR
@beingakash26_
·
Jan 20","#NAUKRI #INFOEDGE BOOM 

BOUGHT AT 7755.80
HIGH MADE SO FAR 7842
LOT SIZE 75

#HADC #INDICATOR

#nifty50 #banknifty #mcx #trading #OptionsTrading",naukri infoedge boom bought 775580 high made far 7842 lot size hadc indicator nifty50 banknifty mcx trading optionstrading,2025-01-20,09:07:37,,"nifty50, INFOEDGE, NAUKRI, trading, banknifty, INDICATOR, mcx, HADC, OptionsTrading",0,0,0,0,441,0.13
"The Stocks Mania 
@thestocksmania
·
Jan 20","#NAUKRI 7500 CE JAN

(300 to 410)

Profit - Rs. 8250 per lot 

Hits our Target 

Book your profit or hold as per own risk appetite 

Massive (+37%) returns

Note - Keep Trailing SL

#stockmarketscrash #niftycrash #banknifty #livetrading #Sensex #Gold #Naturalgas #Crudeoil",naukri 7500 jan 300 410 profit 8250 per lot hits target book profit hold per risk appetite massive returns note keep trailing stockmarketscrash niftycrash banknifty livetrading sensex gold naturalgas crudeoil,2025-01-20,09:05:59,,"stockmarketscrash, NAUKRI, Crudeoil, banknifty, Sensex, Naturalgas, Gold, livetrading, niftycrash",0,0,0,0,1,0.3
"Hitesh Desai
@desaihiteshk06
·
Jan 20","Stocks Monthly Change More Than -10%,
#ATGL #APOLLOTYRE #AUROPHARMA   #BHARTIHEXA #COFORGE #CUMMINSIND   #GODREJPROP #HINDPETRO #NAUKRI #JSWENERGY   #KALYANKJIL #LUPIN #LODHA #MRF #OBEROIRLTY   #PAYTM #OFSS #POLICYBZR #PRESTIGE   #SHRIRAMFIN #SUPREMEIND
#Nifty #StockMarketIndia",stocks monthly change atgl apollotyre auropharma bhartihexa coforge cumminsind godrejprop hindpetro naukri jswenergy kalyankjil lupin lodha mrf oberoirlty paytm ofss policybzr prestige shriramfin supremeind nifty stockmarketindia,2025-01-20,06:37:03,,"MRF, PAYTM, HINDPETRO, StockMarketIndia, JSWENERGY, OBEROIRLTY, NAUKRI, ATGL, KALYANKJIL, LODHA, COFORGE, CUMMINSIND, POLICYBZR, BHARTIHEXA, APOLLOTYRE, SHRIRAMFIN, SUPREMEIND, GODREJPROP, LUPIN, AUROPHARMA, Nifty, OFSS, PRESTIGE",0,0,0,0,1,0.5
"Trade With Sam
@TraderSamInd
·
Jan 20",#NAUKRI ready for breakout ...,naukri ready breakout,2025-01-20,06:26:57,,NAUKRI,0,0,0,0,47,0.2
"GIRI'S TECH-HUB
@HubGiri
·
Jan 20","Congratulations ... Tejas for your job offer!!..

#jobopportunity #javadeveloper #hiring #recruitment #job #placement #itjobs #hiringnow #naukri #opening #opening #itcourses #computerscience #softwaredeveloper #softwareengineer #javadeveloper #giristechhub #pune",congratulations tejas job offer jobopportunity javadeveloper hiring recruitment job placement itjobs hiringnow naukri opening opening itcourses computerscience softwaredeveloper softwareengineer javadeveloper giristechhub pune,2025-01-20,04:19:19,,"naukri, computerscience, hiring, job, javadeveloper, opening, itcourses, hiringnow, softwareengineer, recruitment, giristechhub, itjobs, pune, jobopportunity, placement, softwaredeveloper",0,0,0,0,59,0.0
"Prosper Trade & Investments - Learning
@HindtoshProsper
·
Jan 19","Potential reversal soon #stock to watch :

#Naukri #InfoEdge 

#StockMarket #stockmarketcrash #trading #investing",potential reversal soon stock watch naukri infoedge stockmarket stockmarketcrash trading investing,2025-01-19,16:41:06,,"stockmarketcrash, stock, StockMarket, InfoEdge, trading, Naukri, investing",0,0,0,0,1,0.0
"Rojgaar Sangam
@SangamRojg52942
·
Jan 17","जिला सेवायोजन कार्यालय परिसर माती में बुधवार को एक दिवसीय रोजगार मेले का आयोजन किया गया। मेले में लगभग 73 अभ्यर्थियों ने प्रतिभाग किया जिसमें 47 अभ्यर्थियों का प्राथमिक चयन किया गया।

𝐕𝐢𝐬𝐢𝐭: https://rojgaarsangam.com
.
.
.
#govjobsportal #naukri #CareerGrowth #FutureStartsNow",govjobsportal naukri careergrowth futurestartsnow,2025-01-17,06:19:59,,"naukri, govjobsportal, CareerGrowth, FutureStartsNow",0,0,0,0,1,0.0
"Training & Employment Directorate ,Uttar Pradesh
@trainingandemp1
·
Jan 17","जिला सेवायोजन कार्यालय परिसर माती में बुधवार को एक दिवसीय रोजगार मेले का आयोजन किया गया। मेले में लगभग 73 अभ्यर्थियों ने प्रतिभाग किया जिसमें 47 अभ्यर्थियों का प्राथमिक चयन किया गया।
.
.
.
.
.
#jobsearch #govjobsportal #naukri #vacancy #CareerGrowth #JobFair2025 #FutureStartsNow",jobsearch govjobsportal naukri vacancy careergrowth jobfair2025 futurestartsnow,2025-01-17,06:11:39,,"naukri, vacancy, FutureStartsNow, CareerGrowth, jobsearch, JobFair2025, govjobsportal",0,0,0,0,3,0.0
"Purushotam Raj
@Purush61646164
·
Jan 17","TODAY TRADE LIVE UPDATE 

#NAUKRI 7700CE 201 - 238 HIT 2ND TRGT 

#HAL 4000CE 101 - 152 HIT ALL TRGT IN 1 CANDLE  

#NTPC 320CE 11.5 - 11.8 SAFE EXIT UPDATE  CAN CHECK  

#BDL SWING CALL TODAY HIT 1ST TRGT 1205 - 1266 IN 7 DAYS",today trade live update naukri 7700ce 201 238 hit 2nd trgt hal 4000ce 101 152 hit trgt candle ntpc 320ce 115 118 safe exit update check bdl swing call today hit 1st trgt 1205 1266 days,2025-01-17,06:00:26,,"HAL, NTPC, BDL, NAUKRI",0,0,0,0,153,0.21212121212121213
"Hitesh Desai
@desaihiteshk06
·
Jan 17","#CAMS   #CRISIL   #CUMMINSIND   #EASEMYTRIP   #FINCABLES   #FINPIPE   #FIVESTAR   #GODFRYPHLP   #GODREJIND   #GODREJPROP   #HEG   #HINDPETRO   #NAUKRI   #JINDALSAW   #JSWENERGY   #JUBLINGREA   #JUBLPHARMA   #KALYANKJIL   #KAYNES   #KEC 
#Nifty   #StockMarketIndia",cams crisil cumminsind easemytrip fincables finpipe fivestar godfryphlp godrejind godrejprop heg hindpetro naukri jindalsaw jswenergy jublingrea jublpharma kalyankjil kaynes kec nifty stockmarketindia,2025-01-17,05:02:18,,"JUBLPHARMA, HINDPETRO, FIVESTAR, StockMarketIndia, JSWENERGY, HEG, JINDALSAW, KEC, NAUKRI, KALYANKJIL, CUMMINSIND, EASEMYTRIP, CAMS, FINPIPE, KAYNES, CRISIL, GODFRYPHLP, FINCABLES, GODREJIND, JUBLINGREA, GODREJPROP, Nifty",0,0,0,0,1,0.0
"GIRI'S TECH-HUB
@HubGiri
·
Jan 17","Congratulations ... Ganesh for your job offer!!..

#jobopportunity #javadeveloper #hiring #recruitment #job #placement #itjobs #hiringnow #naukri #opening #opening #itcourses #computerscience #softwaredeveloper #softwareengineer #javadeveloper #giristechhub #pune",congratulations ganesh job offer jobopportunity javadeveloper hiring recruitment job placement itjobs hiringnow naukri opening opening itcourses computerscience softwaredeveloper softwareengineer javadeveloper giristechhub pune,2025-01-17,04:56:47,,"naukri, computerscience, hiring, job, javadeveloper, opening, itcourses, hiringnow, softwareengineer, recruitment, giristechhub, itjobs, pune, jobopportunity, placement, softwaredeveloper",0,0,0,0,52,0.0
"Purushotam Raj
@Purush61646164
·
Jan 16","TODAY TRADE PERFORMANCE OF CLIENTS #SBILIFE #NIFTY #NAUKRI #BANKNIFTY #AUBANK 

#TRADING WITH 10K PREMIUM SERVICE  DM NOW FOR SAFE TRADING WITH US",today trade performance clients sbilife nifty naukri banknifty aubank trading 10k premium service safe trading,2025-01-16,17:58:11,,"SBILIFE, NAUKRI, NIFTY, AUBANK, TRADING, BANKNIFTY",0,0,0,0,222,0.5
"Purushotam Raj
@Purush61646164
·
Jan 16","TODAY TRADE RESULTS :-
 
#NIFTY HERO ZERO ROI - 500% 

#SBILIFE 1500CE 60 - 70 HIT 1ST TARGET HIT  

#BANKNIFTY CALL HIT ALL TRGT TODAY 630 - 800 HIT  

#NAUKRI 7800CE 181 - 194 HIT 1ST TARGET 

#NYKAA 180CE INACTIVE 

#AUBANK 550CE  50 -59.5 ALMOST ALL  TRGT HIT",today trade results nifty hero zero roi 500 sbilife 1500ce hit 1st target hit banknifty call hit trgt today 630 800 hit naukri 7800ce 181 194 hit 1st target nykaa 180ce inactive aubank 550ce 595 almost trgt hit,2025-01-16,17:52:28,,"SBILIFE, NAUKRI, NIFTY, AUBANK, BANKNIFTY, NYKAA",0,0,0,0,329,0.0
"AI Sentiment Detection App for Bharat Stock Market
@Tick_Tracker
·
Jan 16","Hourly Bearish
#VTL
#WELENT
#LGBBROSLTD
#KNRCON
#NAUKRI
#GESHIP
#INDIGO
#TANLA
#ABB
#POLYCAB
#BAYERCROP
#GNFC
#CONCORDBIO
#PVRINOX
#AMBER
#HINDALCO
#CSBBANK
#SUVENPHAR
#RBLBANK
#NBCC

#StocksInFocus #HPORB #StocksToTrade #StocksToWatch #StocksMarket",hourly bearish vtl welent lgbbrosltd knrcon naukri geship indigo tanla abb polycab bayercrop gnfc concordbio pvrinox amber hindalco csbbank suvenphar rblbank nbcc stocksinfocus hporb stockstotrade stockstowatch stocksmarket,2025-01-16,11:12:04,,"PVRINOX, HPORB, TANLA, HINDALCO, CONCORDBIO, VTL, StocksToTrade, WELENT, StocksInFocus, ABB, StocksMarket, NAUKRI, RBLBANK, POLYCAB, GESHIP, CSBBANK, BAYERCROP, GNFC, KNRCON, StocksToWatch, INDIGO, NBCC, LGBBROSLTD, SUVENPHAR, AMBER",0,0,0,0,1,0.0
"Saurabh Srivastava
@saurabh_sriv8
·
Jan 16","Leading employment website like http://naukri.com should not do such foregry with customers. A service was taken for 3 months Oct - Jan, now post Jan the site uses the eft details and debits further charges without any request of user and refuses to refund. #naukri",leading employment website like foregry customers service taken months oct jan post jan site uses eft details debits charges without request user refuses refund naukri,2025-01-15,18:45:41,,naukri,0,0,0,0,2,0.0
"AI Sentiment Detection App for Bharat Stock Market
@Tick_Tracker
·
Jan 15","Hourly Bullish
#WELENT
#TORNTPOWER
#SHAREINDIA
#KAJARIACER
#SHYAMMETL
#GESHIP
#NAUKRI
#SANOFI
#MARICO
#PRSMJOHNSN
#LT
#NTPC
#GABRIEL
#TIINDIA
#ADANIENT
#LUPIN
#FSL
#CONCORDBIO
#PGHL
#BHARATFORG

#StocksInFocus #HPORB #StocksToTrade #StocksToWatch #StocksMarket #StocksInfocus",hourly bullish welent torntpower shareindia kajariacer shyammetl geship naukri sanofi marico prsmjohnsn ntpc gabriel tiindia adanient lupin fsl concordbio pghl bharatforg stocksinfocus hporb stockstotrade stockstowatch stocksmarket stocksinfocus,2025-01-15,17:07:38,,"HPORB, SANOFI, GABRIEL, BHARATFORG, FSL, PRSMJOHNSN, StocksInfocus, CONCORDBIO, StocksToTrade, LT, WELENT, StocksInFocus, PGHL, ADANIENT, TORNTPOWER, StocksMarket, KAJARIACER, NAUKRI, GESHIP, TIINDIA, SHAREINDIA, StocksToWatch, NTPC, MARICO, SHYAMMETL, LUPIN",0,0,0,0,1,0.0
"P Sandhu
@psandhu_001
·
Jan 15","#vacancy in HPCL for Diploma Engineer.

#naukri 
#jobopportunities 
#SarkariNaukri",vacancy hpcl diploma engineer naukri jobopportunities sarkarinaukri,2025-01-15,15:34:46,,"naukri, SarkariNaukri, jobopportunities, vacancy",0,0,0,0,99,0.0
"Rajesh Khatri
@RajeshKhatri80
·
Jan 15","Is it true that India is amongst the countries with the most challenging working conditions, including long work hours (70-90 hrs per week), fixed salaries, limited work-life balance, and a lack of retirement benefits for private sector employees?
#jobsindia #India #IT #Naukri",true india amongst countries challenging working conditions including long work hours 7090 hrs per week fixed salaries limited worklife balance lack retirement benefits private sector employees jobsindia india naukri,2025-01-15,14:52:04,,"Naukri, India, jobsindia, IT",0,0,0,0,73,0.18979591836734697
"Adarsh Kumar Gupta
@AdarshK73638868
·
Jan 15","Just solved  Premier League Stats problem #MySQL, #Database , #hard , #codingninja,#naukri",solved premier league stats problem mysql database hard codingninja naukri,2025-01-15,12:00:33,,"naukri, hard, Database, MySQL, codingninja",0,0,0,0,1,-0.2916666666666667
"GOURAV KERNI
@gourav_kerni
·
Jan 15",""" Proud moment! I've earned the Achiever badge in Stack and Queue on @CodingNinjas! 
Every milestone is a step closer to mastering DSA. 
#CodingJourney #AchievementUnlocked #DSA #CodingNinjas #KeepLearning""#SkillBadge #Naukri",proud moment ive earned achiever badge stack queue codingninjas every milestone step closer mastering dsa codingjourney achievementunlocked dsa codingninjas keeplearning skillbadge naukri,2025-01-15,11:35:41,CodingNinjas,"AchievementUnlocked, CodingNinjas, CodingJourney, KeepLearning, DSA, Naukri, SkillBadge",0,0,0,0,1,1.0
"Hitesh Desai
@desaihiteshk06
·
Jan 15","Stocks trading above monthly VWAP,
#ABB #APOLLOHOSP #BAJAJFINSV #BEL #HAL #BHARTIARTL #BRITANNIA #CIPLA #DIVISLAB #DLF   #DRREDDY #GRASIM #HINDALCO #HINDUNILVR #ICICIGI #NAUKRI #JINDALSTEL #JIOFIN #LICI #LODHA #NESTLEIND #SHREECEM #SIEMENS 
#Nifty #StockMarketIndia #vwap",stocks trading monthly vwap abb apollohosp bajajfinsv bel hal bhartiartl britannia cipla divislab dlf drreddy grasim hindalco hindunilvr icicigi naukri jindalstel jiofin lici lodha nestleind shreecem siemens nifty stockmarketindia vwap,2025-01-15,07:19:47,,"CIPLA, GRASIM, DIVISLAB, HAL, vwap, HINDALCO, NESTLEIND, SIEMENS, StockMarketIndia, BAJAJFINSV, DLF, ABB, NAUKRI, DRREDDY, JIOFIN, BHARTIARTL, LODHA, SHREECEM, APOLLOHOSP, BEL, BRITANNIA, ICICIGI, HINDUNILVR, JINDALSTEL, Nifty, LICI",0,0,0,0,1,0.0
"Hitesh Desai
@desaihiteshk06
·
Jan 15","Stocks Monthly Change More Than -5%,
#ABB #ADANIENT #ADANIPORTS #ATGL #BHEL #APOLLOHOSP #BAJAJHLDNG #BANKBARODA #BEL   #BPCL #BOSCHLTD #CIPLA #DLF #GAIL #HAVELLS   #HCLTECH #HDFCBANK #HAL #IOC #IRFC #NAUKRI   #INDIGO #ITC #JIOFIN 
#Nifty #StockMarketIndia",stocks monthly change abb adanient adaniports atgl bhel apollohosp bajajhldng bankbaroda bel bpcl boschltd cipla dlf gail havells hcltech hdfcbank hal ioc irfc naukri indigo itc jiofin nifty stockmarketindia,2025-01-15,05:40:35,,"CIPLA, HCLTECH, HAL, IRFC, GAIL, BAJAJHLDNG, IOC, StockMarketIndia, ITC, ADANIENT, DLF, BOSCHLTD, HAVELLS, ABB, BHEL, HDFCBANK, NAUKRI, ATGL, JIOFIN, APOLLOHOSP, BPCL, BEL, ADANIPORTS, INDIGO, Nifty, BANKBARODA",0,0,0,0,1,0.5
"Har Din Job Mela
@Hardinjobmela
·
Jan 15","Apply pehle karo, salary baad mein soch lena!

Apply now for a job of your choice today!

Download our app now!
https://url.2coms.com/5v

#hdjm #hardinjobmela #jobs #career #jobseeker #naukri #memes",apply pehle karo salary baad mein soch lena apply job choice today download app hdjm hardinjobmela jobs career jobseeker naukri memes,2025-01-15,05:35:08,,"naukri, hdjm, career, jobs, hardinjobmela, memes, jobseeker",0,0,0,0,28,0.0
"Sacchitanand Uttekar
@USacchitanand
·
Jan 15","Reco. CNBC_Awaaz #PehlaSauda । Reco. with 
@_anujsinghal
 & 
@virendraonNifty


#M&M 2998 SL 3060CLBS TGT 2900(P)

#CIPLA 1436 SL 1452CLBS TGT 1400

#NAUKRI 7355 SL 7440CLBS TGT 6950(P)

#TITAN 3312 SL 3342CLBS TGT 3260/3050(P)",reco cnbcawaaz pehlasauda reco anujsinghal virendraonnifty 2998 3060clbs tgt 2900p cipla 1436 1452clbs tgt 1400 naukri 7355 7440clbs tgt 6950p titan 3312 3342clbs tgt 32603050p,2025-01-15,04:42:10,"virendraonNifty, _anujsinghal","TITAN, CIPLA, PehlaSauda, M, NAUKRI",0,0,0,0,7,0.0
"Trade Alert Ai
@TradeAlertAi
·
Jan 14","IND HOTEL 800 PE 8.65 to 45.65 by using TAA

SL was 7

Lot size - 1000

Learn TAA Setup - https://t.me/TradeAlertAi

#deltacorp #naukri #hindpetro #coforge #ioc #astral #syngene #trent #indigo #dlf #ofss #tatacomm #indhotel #godrejprop #balkrisind #reliance #abb #oberoirealty #hal",ind hotel 800 865 4565 using taa lot size 1000 learn taa setup deltacorp naukri hindpetro coforge ioc astral syngene trent indigo dlf ofss tatacomm indhotel godrejprop balkrisind reliance abb oberoirealty hal,2025-01-13,21:03:57,,"dlf, coforge, abb, balkrisind, ofss, hindpetro, hal, trent, tatacomm, naukri, astral, reliance, ioc, godrejprop, oberoirealty, syngene, indigo, deltacorp, indhotel",0,0,0,0,603,0.0
"Trade Alert Ai
@TradeAlertAi
·
Jan 14","GODREJ CONSUMER 2400 PE 35.40 to 162.05 by using TAA

SL was 27

Lot size - 500

#deltacorp #naukri #hindpetro #coforge #ioc #godrejconsumer #syngene #trent #indigo #dlf #ofss #tatacomm #indhotel #godrejprop #balkrisind #reliance #abb #oberoirealty #hal #voltas #bhel #tvsmotor",godrej consumer 2400 3540 16205 using taa lot size 500 deltacorp naukri hindpetro coforge ioc godrejconsumer syngene trent indigo dlf ofss tatacomm indhotel godrejprop balkrisind reliance abb oberoirealty hal voltas bhel tvsmotor,2025-01-13,21:02:47,,"voltas, dlf, coforge, abb, balkrisind, ofss, hindpetro, hal, trent, tatacomm, naukri, reliance, bhel, tvsmotor, ioc, godrejprop, godrejconsumer, oberoirealty, syngene, indigo, deltacorp, indhotel",0,0,0,0,617,0.0
"Trade Alert Ai
@TradeAlertAi
·
Jan 14","DLF 750 PE 7.75 to 44.65 by using TAA

SL was 5

Lot size - 825

Join TAA Setup Today - https://t.me/TradeAlertAi

#deltacorp #naukri #hindpetro #coforge #ioc #astral #syngene #trent #indigo #dlf #infy #tatacomm #indhotel #godrejprop #balkrisind #reliance #abb #oberoirealty #hal",dlf 750 775 4465 using taa lot size 825 join taa setup today deltacorp naukri hindpetro coforge ioc astral syngene trent indigo dlf infy tatacomm indhotel godrejprop balkrisind reliance abb oberoirealty hal,2025-01-13,21:01:52,,"dlf, coforge, abb, balkrisind, infy, hindpetro, hal, trent, tatacomm, naukri, astral, reliance, ioc, godrejprop, oberoirealty, syngene, indigo, deltacorp, indhotel",0,0,0,0,444,0.0
"Trade Alert Ai
@TradeAlertAi
·
Jan 14","PIIND 3600 PE 77.30 to 215 by using TAA

SL was 65

Lot size - 125

#deltacorp #naukri #hindpetro #coforge #ioc #astral #piind #trent #indigo #dlf #ofss #tatacomm #indhotel #godrejprop #balkrisind #reliance #abb #oberoirealty #hal #voltas #bhel #tvsmotor #dixon #icicibank #sail",piind 3600 7730 215 using taa lot size 125 deltacorp naukri hindpetro coforge ioc astral piind trent indigo dlf ofss tatacomm indhotel godrejprop balkrisind reliance abb oberoirealty hal voltas bhel tvsmotor dixon icicibank sail,2025-01-13,21:00:37,,"voltas, dlf, coforge, sail, abb, balkrisind, piind, ofss, hindpetro, hal, dixon, trent, tatacomm, naukri, astral, reliance, bhel, tvsmotor, ioc, icicibank, godrejprop, oberoirealty, indigo, deltacorp, indhotel",0,0,0,0,705,0.0
"Trade Alert Ai
@TradeAlertAi
·
Jan 14","TRENT 6500 PE 198.20 to 376.30 by using TAA

SL was 165

Lot size - 100

Join & Learn TAA Setup - https://t.me/TradeAlertAi

#deltacorp #naukri #hindpetro #coforge #ioc #astral #syngene #trent #indigo #dlf #ofss #tatacomm #indhotel #godrejprop #balkrisind #reliance #abb",trent 6500 19820 37630 using taa 165 lot size 100 join learn taa setup deltacorp naukri hindpetro coforge ioc astral syngene trent indigo dlf ofss tatacomm indhotel godrejprop balkrisind reliance abb,2025-01-13,20:59:29,,"naukri, dlf, coforge, astral, ofss, reliance, godrejprop, abb, hindpetro, syngene, indigo, deltacorp, tatacomm, balkrisind, trent, ioc, indhotel",0,0,0,0,357,0.0
"Trade Alert Ai
@TradeAlertAi
·
Jan 14","SYNGENE 850 PE 14.90 to 46.70 by using TAA

SL was 10

Lot size - 1000

#deltacorp #naukri #hindpetro #coforge #ioc #astral #syngene #trent #indigo #dlf #ofss #tatacomm #indhotel #godrejprop #balkrisind #bataindia #abb #oberoirealty #hal #voltas #bhel #tvsmotor #dixon #mgl #sail",syngene 850 1490 4670 using taa lot size 1000 deltacorp naukri hindpetro coforge ioc astral syngene trent indigo dlf ofss tatacomm indhotel godrejprop balkrisind bataindia abb oberoirealty hal voltas bhel tvsmotor dixon mgl sail,2025-01-13,20:57:54,,"voltas, dlf, coforge, sail, abb, balkrisind, ofss, hindpetro, hal, dixon, trent, tatacomm, naukri, astral, bhel, bataindia, tvsmotor, ioc, godrejprop, oberoirealty, mgl, syngene, indigo, deltacorp, indhotel",0,0,0,0,553,0.0
